campaign_id,vertical,impressions,clicks,ctr,cost,cpc,conversions,conversion_rate,revenue,roas,profit
camp_0,b2b,1316.8784643770289,21,0.015946801901673132,58.80803126753921,2.800382441311391,0,0.0,0.0,0.0,-58.80803126753921
camp_1,b2b,3059.9844006662333,26,0.008496775341187741,120.35066576144311,4.628871760055504,0,0.0,0.0,0.0,-120.35066576144311
camp_2,b2b,10103.055123411383,358,0.03543482596372475,1310.4859674256772,3.660575328004685,9,0.025139664804469275,1281.5167008908925,0.9778942565926958,-28.969266534784765
camp_3,retail,3212.1240723365045,64,0.01992451056021827,56.06844887661018,0.876069513697034,0,0.0,0.0,0.0,-56.06844887661018
camp_4,finance,4414.6155653926535,20,0.004530405808556769,93.9284625674542,4.69642312837271,0,0.0,0.0,0.0,-93.9284625674542
camp_5,travel,16927.30002215283,208,0.012287842699532087,701.2000285893482,3.371153983602636,1,0.004807692307692308,591.6893227640996,0.8438238714200301,-109.51070582524858
camp_6,retail,408.5167947081722,2,0.004895759552379526,3.0090018634350777,1.5045009317175388,0,0.0,0.0,0.0,-3.0090018634350777
camp_7,retail,1143.5871595209062,4,0.00349776575112627,4.76256080842216,1.19064020210554,0,0.0,0.0,0.0,-4.76256080842216
camp_8,retail,8012.15286587124,165,0.020593715916584418,253.66419035138202,1.5373587294023152,12,0.07272727272727272,1302.7386531755872,5.135682144850642,1049.074462824205
camp_9,finance,7773.917047358064,512,0.06586126361793393,222.25054911648905,0.4340831037431427,10,0.01953125,4008.2485552755156,18.03481958181645,3785.9980061590268
camp_10,travel,11561.45771956167,327,0.028283630657293758,574.3533089247634,1.7564321373845975,20,0.06116207951070336,15331.430033227283,26.693378091490377,14757.07672430252
camp_11,travel,574.6963691810914,6,0.010440295644375912,17.159546629498063,2.8599244382496773,0,0.0,0.0,0.0,-17.159546629498063
camp_12,retail,7162.465567049185,83,0.01158818834422608,220.33977919194172,2.654696134842671,0,0.0,0.0,0.0,-220.33977919194172
camp_13,b2b,706.4324818324022,19,0.026895705518404603,99.89689711218233,5.257731426956965,0,0.0,0.0,0.0,-99.89689711218233
camp_14,b2b,3863.837607031385,158,0.04089198772548636,1194.766996650585,7.5618164344973735,9,0.056962025316455694,7172.777332681844,6.003494700464643,5978.010336031259
camp_15,travel,16462.660618089525,63,0.0038268419340901825,134.81084866057998,2.1398547406441266,5,0.07936507936507936,2149.1516550418196,15.941978530621421,2014.3408063812396
camp_16,finance,4641.298177213096,98,0.021114782170458368,278.4205173504669,2.8410256872496626,4,0.04081632653061224,1745.3721863021035,6.268834649513578,1466.9516689516365
camp_17,travel,8734.02367664756,641,0.0733911452191116,1096.1697014142367,1.7100931379317266,17,0.0265210608424337,3885.4635918648487,3.544582181802663,2789.293890450612
camp_18,finance,16574.97444042274,285,0.017194596650776564,1278.5174588159127,4.486026171283904,1,0.0035087719298245615,467.1831037019858,0.36541003056357413,-811.3343551139269
camp_19,retail,1486.2986647418486,43,0.02893092823135151,31.81625934707206,0.7399130080714432,3,0.06976744186046512,209.4009903771865,6.581571645268128,177.58473103011445
camp_20,finance,3413.019945964657,43,0.012598812981107987,115.7763926172443,2.692474246912658,0,0.0,0.0,0.0,-115.7763926172443
camp_21,travel,7892.682738331833,108,0.013683560277354625,345.95540045621703,3.2032907449649723,2,0.018518518518518517,385.9127384037746,1.1154985234942572,39.95733794755756
camp_22,finance,18964.462800032987,170,0.008964134749954758,267.21512483681875,1.5718536755106984,1,0.0058823529411764705,877.9354308571126,3.2855005172077916,610.7203060202938
camp_23,b2b,7495.4885289142285,237,0.03161901977246186,1440.2699260530505,6.077088295582492,15,0.06329113924050633,900.8643075663468,0.6254829676511378,-539.4056184867037
camp_24,retail,44852.77455794758,525,0.011704961514069231,986.3352129073169,1.8787337388710799,10,0.01904761904761905,852.30980886271,0.8641177945482102,-134.02540404460683
camp_25,retail,3335.3897853327962,88,0.026383722942060758,100.95365702108016,1.14720064796682,6,0.06818181818181818,1151.271499344064,11.403960325118948,1050.317842322984
camp_26,retail,25133.81070825892,331,0.013169511135501393,818.7518140621014,2.4735704352329346,3,0.00906344410876133,247.6179478251837,0.3024334646621035,-571.1338662369177
camp_27,travel,7415.732000542799,200,0.026969690919974032,80.98348004087366,0.4049174002043683,18,0.09,4369.175020329665,53.951435751149155,4288.191540288792
camp_28,retail,3197.6565227482665,28,0.008756412641822782,23.869878906355797,0.8524956752269928,0,0.0,0.0,0.0,-23.869878906355797
camp_29,b2b,1849.5090677787064,8,0.004325472169546129,32.7429410614976,4.0928676326872,0,0.0,0.0,0.0,-32.7429410614976
camp_30,retail,3457.0731389487096,91,0.026322844887126964,66.90791945585154,0.7352518621522147,2,0.02197802197802198,493.8575064609765,7.38115174522566,426.94958700512495
camp_31,b2b,36482.110502432064,245,0.006715620248550784,1434.377215045897,5.8546008777383545,9,0.036734693877551024,1588.638612202715,1.1075459060132113,154.26139715681802
camp_32,b2b,8493.190827403321,349,0.04109174126571486,1216.7581834990342,3.486413133235055,2,0.0057306590257879654,346.6819767811609,0.2849226588180462,-870.0762067178732
camp_33,b2b,3059.324314646642,62,0.020265912869443892,266.8658443982951,4.304287812875727,0,0.0,0.0,0.0,-266.8658443982951
camp_34,retail,75416.08658457203,1278,0.01694598669697404,3195.0399740250105,2.5000312785798204,8,0.006259780907668232,220.97534100580654,0.06916199571907979,-2974.064633019204
camp_35,finance,14908.096705959959,48,0.0032197269005379177,85.89159731692156,1.789408277435866,0,0.0,0.0,0.0,-85.89159731692156
camp_36,travel,6245.879803316416,83,0.013288760369024225,625.8201275262459,7.540001536460793,1,0.012048192771084338,452.8295657430114,0.723577823444198,-172.99056178323445
camp_37,b2b,459.696395911034,8,0.01740279034414761,20.778445805321855,2.597305725665232,0,0.0,0.0,0.0,-20.778445805321855
camp_38,travel,3831.3602898830886,152,0.03967259367420081,307.9223702726772,2.0258050675834025,0,0.0,0.0,0.0,-307.9223702726772
camp_39,travel,2521.121653357376,53,0.02102238895509859,293.87735052198263,5.544855670226087,3,0.05660377358490566,796.5518220875726,2.7104906882845636,502.67447156559
camp_40,travel,3915.6880797511362,130,0.03319978439351641,260.944789395303,2.0072676107331002,2,0.015384615384615385,278.31652340414996,1.0665724502455216,17.371734008846943
camp_41,finance,3403.9106206217493,161,0.0472985392226874,142.9500622657433,0.8878885855015112,5,0.031055900621118012,910.5931208092329,6.370008563665022,767.6430585434896
camp_42,b2b,15089.382328873138,49,0.0032473164859929213,396.0103560640661,8.081844001307472,1,0.02040816326530612,295.4309976400009,0.7460183631970635,-100.57935842406522
camp_43,finance,12161.089950799455,77,0.006331669308550597,243.89602235908853,3.1674808098582927,1,0.012987012987012988,1059.2689288925267,4.343116868601339,815.3729065334381
camp_44,finance,20843.945658696943,284,0.013625059508898866,2447.447681709355,8.617773527145616,12,0.04225352112676056,1405.6727170772597,0.5743422944573445,-1041.7749646320954
camp_45,b2b,3133.5307370435835,40,0.012765153227039703,156.77896415042306,3.9194741037605767,1,0.025,1013.1567181894452,6.462325629459845,856.3777540390222
camp_46,b2b,18367.64799209058,65,0.003538830885042554,210.96921799398777,3.2456802768305812,0,0.0,0.0,0.0,-210.96921799398777
camp_47,retail,3680.8170087270055,33,0.008965400866644253,92.56413981239737,2.8049739337090114,4,0.12121212121212122,505.12923450424154,5.457072636638797,412.56509469184414
camp_48,retail,5191.642413442756,162,0.031203998099047087,292.66383555067904,1.8065668861153028,1,0.006172839506172839,223.6623742509708,0.7642296282700101,-69.00146129970824
camp_49,retail,4614.30662004536,55,0.011919450640984782,180.46204900690356,3.281128163761883,1,0.01818181818181818,96.06861923108542,0.5323480463607633,-84.39342977581813
camp_50,retail,2486.8369205435947,98,0.03940748956653672,90.08117265893249,0.9191956393768621,4,0.04081632653061224,354.87773931614436,3.9395328551038187,264.7965666572119
camp_51,finance,8465.966577085148,49,0.005787880161566952,214.14189314844128,4.370242717315128,0,0.0,0.0,0.0,-214.14189314844128
camp_52,finance,3586.372351596642,33,0.00920149855195836,118.6171952285467,3.594460461471112,1,0.030303030303030304,1262.2401910903548,10.64129183511988,1143.622995861808
camp_53,finance,6568.25765538208,99,0.015072490330655445,114.06166272264679,1.1521380072994625,5,0.050505050505050504,934.3254966108077,8.1914069487372,820.2638338881609
camp_54,b2b,1075.982533265726,13,0.012081980513701799,35.70755076082793,2.746734673909841,0,0.0,0.0,0.0,-35.70755076082793
camp_55,retail,47129.02582008601,950,0.020157429173830232,814.3704707162816,0.8572320744381912,53,0.05578947368421053,4523.403402429884,5.554478661844546,3709.032931713603
camp_56,finance,52332.34162105934,218,0.00416568403490421,663.5114437196944,3.0436304757784147,6,0.027522935779816515,6655.308258555362,10.03043477478732,5991.796814835668
camp_57,finance,23988.061692297084,408,0.017008460509796618,2506.05203567183,6.142284401156446,8,0.0196078431372549,2725.6614014345155,1.0876316064617597,219.60936576268568
camp_58,retail,2962.5130399442096,27,0.009113883934333152,46.43216402405758,1.7197097786687991,0,0.0,0.0,0.0,-46.43216402405758
camp_59,finance,9117.972617669004,123,0.013489840906261107,294.3935882931539,2.393443807261414,1,0.008130081300813009,1684.6063428972966,5.722292909517391,1390.2127546041427
camp_60,travel,10782.737904584888,312,0.02893513713871647,511.58412051129704,1.6396926939464649,13,0.041666666666666664,4888.717409718944,9.556038222673857,4377.133289207646
camp_61,b2b,2490.366919942447,24,0.009637134113777356,180.75727587158036,7.531553161315848,0,0.0,0.0,0.0,-180.75727587158036
camp_62,retail,1790.4930636260829,33,0.01843067737619091,66.35475288051202,2.010750087288243,1,0.030303030303030304,199.94862288229734,3.0133278205760754,133.59387000178532
camp_63,retail,27353.925102646535,519,0.01897351104283699,851.2661499704066,1.6402045278813229,18,0.03468208092485549,1510.1689102272805,1.7740267368551892,658.902760256874
camp_64,finance,21031.240574719995,17,0.0008083213132198376,52.28645452240169,3.0756737954353937,0,0.0,0.0,0.0,-52.28645452240169
camp_65,b2b,7999.868921769538,30,0.003750061443927274,44.66331363436251,1.488777121145417,0,0.0,0.0,0.0,-44.66331363436251
camp_66,b2b,10665.497761616232,33,0.003094089065281397,33.225764552762364,1.006841350083708,0,0.0,0.0,0.0,-33.225764552762364
camp_67,travel,8754.124399089767,116,0.013250896915751095,154.52730705052502,1.3321319573321122,1,0.008620689655172414,611.0957384341287,3.954613266083268,456.56843138360375
camp_68,finance,8755.097325843355,142,0.016219122953761284,544.4189243746896,3.8339360871457013,9,0.06338028169014084,4822.801268838886,8.85862164761865,4278.382344464197
camp_69,b2b,3776.233222419212,83,0.021979574647888606,822.6460117412881,9.911397731822749,0,0.0,0.0,0.0,-822.6460117412881
camp_70,retail,2826.781089139926,37,0.013089092799632954,28.318031173582526,0.7653521938806088,0,0.0,0.0,0.0,-28.318031173582526
camp_71,b2b,23587.766823781192,175,0.007419099964290174,491.75877031589243,2.810050116090814,0,0.0,0.0,0.0,-491.75877031589243
camp_72,finance,6625.289030504836,107,0.016150238805784867,1099.0045180762424,10.271070262394788,3,0.028037383177570093,1897.7198640284564,1.7267625681378718,798.715345952214
camp_73,travel,5075.463130476279,121,0.023840188942254304,249.16741881919432,2.059234866274333,2,0.01652892561983471,2476.101663906444,9.937501763435616,2226.93424508725
camp_74,finance,5940.432093546405,90,0.015150413064695181,509.19100753011827,5.657677861445759,3,0.03333333333333333,717.3565970576545,1.4088163114609273,208.16558952753627
camp_75,finance,7365.862891566964,98,0.01330461908437073,236.16984972774105,2.409896425793276,1,0.01020408163265306,554.3655426402785,2.3473171671970685,318.1956929125374
camp_76,travel,543.8640274324025,5,0.009193474375580863,3.185332939792605,0.637066587958521,0,0.0,0.0,0.0,-3.185332939792605
camp_77,travel,418.23084745976917,9,0.021519216133060907,37.987534828047956,4.22083720311644,0,0.0,0.0,0.0,-37.987534828047956
camp_78,finance,830.6829707014725,8,0.009630629592953348,30.31646133420814,3.7895576667760174,0,0.0,0.0,0.0,-30.31646133420814
camp_79,travel,1391.2131988280069,42,0.030189477813595975,76.69430966445822,1.82605499201091,0,0.0,0.0,0.0,-76.69430966445822
camp_80,travel,23736.410192894873,1007,0.04242427527231687,4707.782881629646,4.675057479274723,38,0.03773584905660377,10053.75253799092,2.1355599420742006,5345.969656361274
camp_81,finance,19869.478502683287,202,0.010166346337309295,1131.453233792783,5.6012536326375395,0,0.0,0.0,0.0,-1131.453233792783
camp_82,finance,1638.3536153550692,38,0.023194016019407702,314.7084416354843,8.28180109567064,0,0.0,0.0,0.0,-314.7084416354843
camp_83,b2b,33374.78381230148,363,0.010876474947118707,1238.5167047090563,3.411891748509797,7,0.01928374655647383,3782.3861180343883,3.0539645558700155,2543.869413325332
camp_84,travel,14010.23884060432,230,0.01641656524322887,624.0173863372352,2.7131190710314574,0,0.0,0.0,0.0,-624.0173863372352
camp_85,finance,3869.595485506659,74,0.019123445920164687,520.1796618666003,7.029454890089194,1,0.013513513513513514,336.35298258147026,0.6466092529925319,-183.82667928513007
camp_86,b2b,3481.6035245377325,33,0.009478391140008268,223.62111542862107,6.7763974372309415,0,0.0,0.0,0.0,-223.62111542862107
camp_87,travel,12079.777439175756,407,0.033692673730897064,380.1307271715203,0.933982130642556,2,0.004914004914004914,115.13609464089593,0.30288552440262195,-264.99463253062436
camp_88,finance,11005.410612791722,18,0.001635559147523163,59.55978990331835,3.308877216851019,0,0.0,0.0,0.0,-59.55978990331835
camp_89,finance,12060.822947179136,32,0.002653218618675135,85.07778405336782,2.6586807516677444,0,0.0,0.0,0.0,-85.07778405336782
camp_90,finance,10299.780892981407,859,0.08339983237753625,2225.311741106724,2.5905840990765125,43,0.050058207217694994,50052.8715096739,22.49252119830226,47827.55976856718
camp_91,retail,7454.4835051541995,133,0.017841611683497693,238.89440372562663,1.7961985242528318,7,0.05263157894736842,1194.2166670770046,4.998931111205845,955.322263351378
camp_92,finance,19604.797059488068,303,0.015455400996020925,1460.79516976822,4.821106170852211,0,0.0,0.0,0.0,-1460.79516976822
camp_93,b2b,12697.677052675554,207,0.016302194420386728,911.1136557054645,4.401515244953934,9,0.043478260869565216,8915.851063641305,9.785662861937753,8004.737407935841
camp_94,finance,4829.169454369724,66,0.013666946381489931,513.274850252303,7.77689167048944,1,0.015151515151515152,217.02600452934237,0.4228261026673371,-296.2488457229607
camp_95,b2b,9528.37459800715,63,0.006611830732722912,115.3045544023708,1.830231022259854,0,0.0,0.0,0.0,-115.3045544023708
camp_96,b2b,7621.72902457045,21,0.0027552803218668,34.374681126453176,1.6368895774501513,0,0.0,0.0,0.0,-34.374681126453176
camp_97,retail,8369.025841543162,547,0.06536005627856191,252.10880266374966,0.4608936063322663,7,0.012797074954296161,1040.802549164314,4.128386387810843,788.6937465005644
camp_98,travel,5435.229793038761,103,0.018950440721369047,182.52451264236868,1.7720826470132882,2,0.019417475728155338,687.002471288992,3.763891552665463,504.4779586466233
camp_99,retail,1083.7827746440187,8,0.007381553007822711,10.742418611034918,1.3428023263793647,0,0.0,0.0,0.0,-10.742418611034918
camp_100,b2b,1854.1813113576989,26,0.014022361157853465,98.07852882712297,3.7722511087354986,0,0.0,0.0,0.0,-98.07852882712297
camp_101,retail,4408.580467687852,194,0.04400509447925451,572.2638007004156,2.9498134056722454,7,0.03608247422680412,602.3884462682718,1.052641186688701,30.12464556785619
camp_102,finance,2040.8731027886502,26,0.012739645578391712,78.22159526881522,3.0085228949544316,0,0.0,0.0,0.0,-78.22159526881522
camp_103,b2b,1050.0911507526894,2,0.0019045965662756327,13.5903579648403,6.79517898242015,0,0.0,0.0,0.0,-13.5903579648403
camp_104,travel,41122.61255821433,1676,0.040756165421820104,4713.764904525095,2.8125088929147344,0,0.0,0.0,0.0,-4713.764904525095
camp_105,retail,24.23923675203198,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
camp_106,b2b,30335.11875191724,483,0.015922139746674748,2162.7558221036034,4.477755325266259,27,0.055900621118012424,5675.332049703216,2.6241205741770273,3512.576227599613
camp_107,finance,1661.7045721845918,22,0.013239417143251449,34.75963856907141,1.5799835713214279,0,0.0,0.0,0.0,-34.75963856907141
camp_108,finance,2869.904572043862,20,0.0069688728311117975,50.43573413377863,2.5217867066889315,0,0.0,0.0,0.0,-50.43573413377863
camp_109,finance,956.995038659946,6,0.006269624979876214,41.64578823910155,6.940964706516925,0,0.0,0.0,0.0,-41.64578823910155
camp_110,retail,24402.581114654946,342,0.014014910897872695,1116.212027985752,3.263777859607462,4,0.011695906432748537,1806.7703309236974,1.618662302165015,690.5583029379454
camp_111,b2b,7204.609180193069,73,0.010132402490435123,40.69958229040008,0.5575285245260285,0,0.0,0.0,0.0,-40.69958229040008
camp_112,retail,17353.824535222397,378,0.021781942028559053,356.69530714631736,0.9436383786939613,15,0.03968253968253968,2117.185730718774,5.935558131271681,1760.4904235724564
camp_113,finance,2967.2388714209324,42,0.014154573264904456,219.18710489313784,5.2187405926937585,0,0.0,0.0,0.0,-219.18710489313784
camp_114,travel,11190.007815909254,302,0.026988363633726448,858.7167617494821,2.8434329859254373,5,0.016556291390728478,2089.5881388583257,2.4333845942417183,1230.8713771088437
camp_115,travel,14939.64770895379,214,0.014324300289339703,129.36555182011725,0.6045119243930712,11,0.0514018691588785,1873.8436923867398,14.484873801584511,1744.4781405666226
camp_116,finance,31421.550684491645,1591,0.05063403827441434,8051.660530590874,5.060754576109915,8,0.00502828409805154,1287.5943456553102,0.15991662102038717,-6764.066184935564
camp_117,finance,1380.014073583478,49,0.03550688426876826,256.46947372953326,5.234070892439455,0,0.0,0.0,0.0,-256.46947372953326
camp_118,travel,856.1779106172459,12,0.014015778556291903,10.69178559185329,0.8909821326544408,0,0.0,0.0,0.0,-10.69178559185329
camp_119,b2b,12938.431181941929,26,0.002009517199912769,118.96774506402603,4.57568250246254,0,0.0,0.0,0.0,-118.96774506402603
camp_120,b2b,3404.3603754252317,8,0.0023499274805772394,11.03283258292129,1.3791040728651613,0,0.0,0.0,0.0,-11.03283258292129
camp_121,retail,14440.826907949062,145,0.01004097624909441,229.94779528477036,1.585846864032899,2,0.013793103448275862,260.6748239646996,1.1336261069251674,30.727028679929248
camp_122,finance,3839.966393213175,54,0.0140626230728062,86.81565399693292,1.6076972962394986,0,0.0,0.0,0.0,-86.81565399693292
camp_123,travel,34714.70049820203,1180,0.03399136340125174,3625.287354660445,3.072277419203767,42,0.03559322033898305,18544.612694809744,5.115349731096471,14919.325340149298
camp_124,b2b,4977.304494241777,251,0.05042890188662977,656.7851110973139,2.6166737493916887,9,0.035856573705179286,2274.1564518104483,3.462557864643027,1617.3713407131345
camp_125,travel,7398.0818480941925,431,0.058258344372200906,1403.6819921903268,3.2568027661028465,10,0.02320185614849188,2499.128911949325,1.7804096126143543,1095.446919758998
camp_126,finance,5189.775582068673,16,0.0030829849474189232,99.02701399284182,6.1891883745526135,0,0.0,0.0,0.0,-99.02701399284182
camp_127,retail,20013.26586507925,122,0.006095956593115338,112.89690570061758,0.9253844729558818,4,0.03278688524590164,286.47366798051235,2.537480245385904,173.57676227989475
camp_128,retail,4741.056841012665,109,0.022990654542905282,105.70270898739378,0.9697496237375576,5,0.045871559633027525,260.2022037815068,2.461641771286475,154.49949479411302
camp_129,travel,15578.093488370061,55,0.003530598917066498,257.2949492510668,4.678089986383032,1,0.01818181818181818,414.17536739364886,1.6097298784885947,156.88041814258207
camp_130,retail,8047.894982373999,144,0.01789287761773481,657.5055136521423,4.566010511473211,4,0.027777777777777776,259.5316066475694,0.39472156698122585,-397.97390700457294
